^IXIC,
FFIN,2130000000.0
THFF,440220000.0
FFNW,174850000.0
FFWM,356170000.0
FGBI,121740000.0
INBK,107750000.0
FIBK,1250000000.0
FRME,1040000000.0
FMBH,217400000.0
FMBI,1470000000.0
FNBC,350440000.0
FNFG,3750000000.0
FNWB,160410000.0
FSFG,78460000.0
FSLR,4910000000.0
FSBK,84490000.0
FPA,
BICK,
FBZ,
FCAN,
FTCS,
FCA,
FDT,
FDTS,
FVC,
FV,
IFV,
FEM,
FEMB,
FEMS,
FTSM,
FEP,
FEUZ,
FGM,
FTGC,
FTHI,
HYLS,
FHK,
FTAG,
FTRI,
FPXI,
YDIV,
SKYY,
FJP,
FEX,
FTC,
FTA,
FLN,
FTLB,
LMBS,
FMB,
FMK,
FNX,
FNY,
FNK,
FAD,
FAB,
MDIV,
QABA,
QCLN,
GRID,
CIBR,
CARZ,
RDVY,
FONE,
TDIV,
QQEW,
QQXT,
QTEC,
AIRR,
QINC,
FTSL,
FYX,
FYC,
FYT,
FKO,
FCVT,
FDIV,
FSZ,
FTW,
TUSA,
FKU,
FUNC,66980000.0
SVVC,
FMER,3740000000.0
FSV,1640000000.0
FIVE,2100000000.0
FPRX,1140000000.0
FIVN,507400000.0
FLML,405400000.0
FLKS,199120000.0
FLXN,226270000.0
SKOR,
LKOR,
MBSD,
ASET,
QLC,
FLXS,309490000.0
FLEX,6830000000.0
FLIR,4120000000.0
FLDM,249960000.0
FFIC,584850000.0
FOMX,208470000.0
FOGO,385970000.0
FONR,99280000.0
FES,8660000.0
FORM,408260000.0
FORTY,473150000.0
FORR,645660000.0
FTNT,5790000000.0
FBIO,133910000.0
FWRD,1330000000.0
FORD,10460000.0
FWP,935550000.0
FOSL,1310000000.0
FMI,596880000.0
FXCB,218430000.0
FOXF,576840000.0
FRAN,427480000.0
FELE,1470000000.0
FRED,497430000.0
FREE,
RAIL,183930000.0
FEIM,86420000.0
FRPT,285880000.0
FTR,5880000000.0
FTRPR,1.1204e+11
FRPH,305060000.0
FSBW,72090000.0
FTD,734980000.0
FSYS,93370000.0
FTEK,36390000.0
FCEL,179100000.0
FORK,36180000.0
FULL,
FULLL,573150000.0
FLL,30920000.0
FULT,2390000000.0
FSNN,20300000.0
FFHL,12410000.0
GK,1440000000.0
WILC,48860000.0
GAIA,184790000.0
GLPG,2480000000.0
GALT,44050000.0
GALTU,
GALTW,
GALE,276390000.0
GLMD,53610000.0
GLPI,4780000000.0
GPIC,71510000.0
GRMN,7620000000.0
GGAC,46640000.0
GGACU,48990000.0
GGACW,
GARS,
GENC,136560000.0
GNCMA,580460000.0
GFN,113480000.0
GFNCP,2110000000.0
GENE,25840000.0
GNMK,280690000.0
GNCA,112890000.0
GHDX,831650000.0
GNTX,4580000000.0
THRM,1290000000.0
GNVC,10530000.0
GTWN,33440000.0
GEOS,229370000.0
GABC,481840000.0
GERN,448270000.0
GEVO,7270000.0
ROCK,893670000.0
GIGM,29070000.0
GIGA,7220000.0
GIII,1700000000.0
GILT,199960000.0
GBCI,1990000000.0
GLAD,
GLADO,584620000.0
GOOD,369720000.0
GOODN,568040000.0
GOODO,566680000.0
GOODP,568040000.0
GAIN,
GAINN,748400000.0
GAINO,762800000.0
GAINP,
LAND,102320000.0
GLBZ,29620000.0
GBT,630160000.0
ENT,532350000.0
GBLI,533760000.0
GBLIZ,
GPAC,45870000.0
SELF,34480000.0
GSOL,209940000.0
ACTX,
QQQC,
SOCL,
ALTY,
SRET,
YLCO,
GBIM,7590000.0
GLBS,6340000.0
GLRI,5570000.0
GLUU,328130000.0
GLYC,142800000.0
GOGO,837210000.0
GLNG,1570000000.0
GMLP,1080000000.0
GLDC,62440000.0
GDEN,267240000.0
GOGL,374360000.0
GBDC,
GTIM,34950000.0
GPRO,1260000000.0
GMAN,36520000.0
GRSH,107740000.0
GRSHU,110410000.0
GPIA,52560000.0
GPIAU,
LOPE,1900000000.0
GRVY,15740000.0
GBSN,7500000.0
GLDD,265670000.0
GSBC,530570000.0
GNBC,299100000.0
GRBK,351090000.0
GPP,431320000.0
GPRE,683120000.0
GCBC,151090000.0
GLRE,732730000.0
GRIF,149250000.0
GRFS,20290000000.0
GRPN,2000000000.0
OMAB,2220000000.0
GGAL,3520000000.0
GSIG,
GSIT,83460000.0
GSVC,
GTXI,99220000.0
GBNK,342490000.0
GFED,71000000.0
GUID,153830000.0
GIFI,97730000.0
GURE,69010000.0
GPOR,3670000000.0
GWPH,1850000000.0
GWGH,40200000.0
GYRO,9450000.0
HEES,655820000.0
HLG,200330000.0
HNRG,124310000.0
HALL,196660000.0
HALO,1170000000.0
HBK,44800000.0
HMPR,291260000.0
HBHC,2060000000.0
HBHCL,
HNH,301790000.0
HAFC,735990000.0
HNSN,75960000.0
HQCL,1010000000.0
HDNG,137050000.0
HLIT,202590000.0
HRMN,44980000.0
HRMNU,
TINY,51510000.0
HBIO,111750000.0
HCAP,
HAS,10520000000.0
HA,2210000000.0
HCOM,247830000.0
HWKN,407910000.0
HWBK,79490000.0
HAYN,322240000.0
